,A0A0A8WJC6,A0A0K3AT43,A0A2H4ZEZ2,A0AAJ7SV95,A0AAJ7T5N9,A0AAJ7TMY1,A0AAJ7U215,A0AVK6,A3KNI8,A3RMS5,A8MTQ0,A8UWQ7,B3GWE1,B3WFV2,B6EU61,C0HJZ3,C0HJZ4,C1P638,C3Y097,C3YWU0,D0VWM4,E1NZ07,F2Q9W6,F2Q9W7,F2Q9W8,F2Q9W9,F2Q9X0,F2Q9X1,F2Q9X2,F2Q9X3,F2Q9X4,F2Q9X5,F2Q9X6,F2Q9X7,F2Q9X8,F2Q9Y0,F6U472,F6WII6,F6WYU4,F6YMJ4,F6YXK6,F7GH03,G3UZ78,G5EF00,G5EGB6,H9G343,O17824,O42145,O47431,O62089,O76629,O93548,P01942,P01994,P02001,P02007,P02008,P02042,P02088,P02089,P02100,P02104,P02112,P02127,P02128,P02144,P02197,P02208,P02762,P04247,P04443,P04444,P06467,P09105,P09967,P09968,P0DM64,P20244,P20245,P30627,P48798,P49141,P61802,P68871,P69891,P69892,P69905,Q09240,Q09514,Q17134,Q17727,Q17884,Q18086,Q18311,Q19601,Q20015,Q20623,Q20638,Q21618,Q21978,Q22663,Q23117,Q24570,Q2WG80,Q2XNF5,Q3KN63,Q3MQ62,Q4H3K6,Q4V6L1,Q575S8,Q5QSB1,Q6B0K9,Q6VN46,Q70PH6,Q70T62,Q70T63,Q70T64,Q7KLI1,Q7TPG1,Q7YWV3,Q7YZV1,Q7ZT21,Q8AXK2,Q8HY34,Q8MPY8,Q8N7X0,Q8UUR3,Q8WWM9,Q8WY91,Q90259,Q90485,Q90486,Q90487,Q90864,Q90YJ2,Q95J88,Q966A3,Q98980,Q9CQE0,Q9CX80,Q9DDJ0,Q9ER97,Q9GL60,Q9GYP4,Q9I7P6,Q9I9I3,Q9NL48,Q9NPG2,Q9PVD5,Q9U2R5,Q9VNE2,Q9XXI2
Q8AXK2,0.25382388,0.26670152,0.34752858,0.23884672,0.26165533,0.2622571,0.2508301,0.27806973,0.25559062,0.26250702,0.30305803,0.2805463,0.25843734,0.27378935,0.2608624,0.26364726,0.26761937,0.24757397,0.25458074,0.2389772,0.24957532,0.27472574,0.2656883,0.25296837,0.26907498,0.26704484,0.25686002,0.27386212,0.25763822,0.26282263,0.25920874,0.25227523,0.27298158,0.39152682,0.25934285,0.26051092,0.3186261,0.24581522,0.24370831,0.25084817,0.2627172,0.24935716,0.26208538,0.25589746,0.25212514,0.26680523,0.2641515,0.23697603,0.28369617,0.2681203,0.24935532,0.24569577,0.2686109,0.24699706,0.25064385,0.2493974,0.25699502,0.2505778,0.24428022,0.24568748,0.24852747,0.24604529,0.24726897,0.2503314,0.24970639,0.24841326,0.2583812,0.25539684,0.25918114,0.24572212,0.24674743,0.24882162,0.24540174,0.27894908,0.25943124,0.25790358,0.2688353,0.2917828,0.29173553,0.24309146,0.25616133,0.2653097,0.22780031,0.25791156,0.2549051,0.25313628,0.27194232,0.25626385,0.25585663,0.29981548,0.25000942,0.2813881,0.26717305,0.25002998,0.24706799,0.25752187,0.24861056,0.25278693,0.31389165,0.2693333,0.2594754,0.26767057,0.3369189,0.27900243,0.27392328,0.26586634,0.2543655,0.26165473,0.25356376,0.2531113,0.25982052,0.2779231,0.25947315,0.29080665,0.2528239,0.24791265,0.24800587,0.25802273,0.20545954,0.24973768,0.26693827,0.24448657,0.0,0.25261426,0.26236033,0.264274,0.25549847,0.25322437,0.2615739,0.27646148,0.24775738,0.24823362,0.246827,0.2435385,0.25616032,0.30476338,0.26672357,0.31479377,0.29168338,0.2523411,0.24732089,0.27071643,0.26989836,0.2549355,0.2584461,0.25275326,0.21469289,0.268084,0.31211567,0.265105,0.25577766,0.257814
Q8HY34,0.018062472,0.11847776,0.1612714,0.059810877,0.038592577,0.024510503,0.02270782,0.06864661,0.043937087,0.04096365,0.12864637,0.07429075,0.03010875,0.063610256,0.037384987,0.017958283,0.01844734,0.033481,0.03141588,0.06771654,0.031935394,0.061063886,0.023926139,0.05167967,0.043385208,0.033951283,0.017990053,0.033421755,0.031949103,0.031151295,0.023731112,0.021495521,0.04263711,0.2018727,0.032384515,0.020072281,0.40861487,0.0112627745,0.009672821,0.0064661503,0.036939323,0.010391057,0.038383663,0.03814739,0.03027296,0.052092254,0.039890707,0.17821097,0.0933072,0.043670774,0.03382641,0.012455225,0.010653377,0.008485675,0.010751188,0.008105934,0.008419812,0.012337804,0.0068084598,0.007756591,0.008819103,0.009262502,0.011422038,0.016397774,0.01776421,0.02725035,0.03113991,0.01503551,0.06684524,0.02151388,0.009885609,0.014120281,0.016593456,0.022560418,0.011704624,0.015792727,0.07690936,0.0659309,0.060733795,0.028332055,0.04296297,0.07111341,0.10158014,0.015088499,0.007805705,0.008099794,0.010284483,0.03932911,0.03154987,0.06757009,0.03571129,0.06706917,0.04863769,0.025942326,0.043752193,0.04680997,0.032102704,0.038543165,0.092653275,0.05863273,0.03898108,0.047689438,0.113971055,0.08966172,0.0523746,0.032839656,0.026278615,0.1560381,0.025276005,0.03289455,0.0274961,0.028108299,0.022198796,0.07030839,0.019439518,0.032273293,0.021195173,0.079140544,0.10843903,0.044171274,0.047890723,0.008813381,0.25261426,0.0,0.051243782,0.044775307,0.0202353,0.020355463,0.07469165,0.12973917,0.016260087,0.015838385,0.010473371,0.009483874,0.019540668,0.09787011,0.03982234,0.27676523,0.117185056,0.018789232,0.03888154,0.0358842,0.039331436,0.036529005,0.037650883,0.01402837,0.07548541,0.027547657,0.15049022,0.036128104,0.04262799,0.032999218
Q8MPY8,0.044674337,0.0886268,0.1952954,0.038016498,0.03046745,0.042570055,0.054682016,0.032425404,0.046040833,0.03951472,0.09252304,0.11467326,0.032972574,0.020572186,0.02137494,0.06654149,0.0732677,0.034200788,0.036813617,0.09343457,0.029604852,0.013418019,0.052134097,0.062639475,0.06149268,0.066634536,0.048245788,0.04884249,0.09414405,0.047383368,0.061490893,0.07411444,0.12180096,0.16675597,0.036957145,0.06052804,0.3946917,0.054912925,0.048862934,0.06008321,0.02672571,0.05367714,0.037558734,0.019521534,0.05160153,0.01657641,0.048279583,0.16577,0.12613267,0.022074223,0.04559511,0.060690045,0.06551266,0.053262055,0.06099385,0.050062776,0.051627576,0.067681074,0.056566894,0.061344802,0.060795248,0.057370126,0.039236963,0.039566755,0.03610915,0.07883829,0.09287804,0.06680632,0.073910296,0.07122719,0.05541706,0.051240206,0.04108137,0.05280894,0.05838275,0.0690251,0.039339006,0.08634251,0.07899332,0.056436896,0.044058263,0.08877617,0.077408135,0.07556212,0.054598033,0.051772058,0.071603715,0.024757445,0.049842417,0.04322672,0.019343317,0.019401431,0.012982249,0.038051784,0.019708455,0.029948294,0.02921027,0.03242606,0.04522556,0.015951157,0.035441816,0.028430223,0.082307756,0.040513992,0.03805983,0.03249657,0.05566615,0.113278985,0.034098208,0.034320474,0.041645527,0.07115537,0.08865708,0.067064166,0.046049654,0.04656315,0.054945886,0.05977106,0.10085505,0.030097365,0.016910255,0.05839634,0.26236033,0.051243782,0.0,0.03478402,0.04086393,0.03818059,0.036200225,0.06815237,0.041787088,0.04300189,0.0629136,0.044782102,0.031576276,0.08418715,0.018751562,0.2561217,0.06624144,0.03649354,0.059016466,0.04695344,0.03739971,0.025213301,0.045669198,0.06304836,0.09880155,0.04230213,0.12802887,0.02142042,0.0624246,0.02401203
Q8N7X0,0.03874755,0.10564363,0.16964614,0.040620446,0.036204457,0.03664261,0.044100285,0.02607125,0.045967042,0.0331375,0.11127043,0.1023407,0.035746098,0.032877207,0.041484237,0.06330103,0.06407654,0.037330627,0.04076135,0.08236122,0.026053667,0.043382406,0.028859735,0.04397899,0.05789143,0.055235744,0.04041642,0.035063446,0.0793798,0.054648936,0.05393797,0.06572199,0.10448331,0.18414426,0.0345034,0.051325917,0.39291734,0.041626036,0.045863092,0.05113423,0.026742697,0.04419315,0.0033739805,0.02974534,0.04204148,0.05143243,0.04124093,0.17268223,0.11062467,0.036633074,0.04673624,0.05916363,0.061387062,0.05035293,0.051757157,0.04679346,0.052376926,0.06106019,0.05561316,0.056539595,0.049448907,0.047824144,0.040463507,0.037537575,0.043144584,0.053042114,0.06634647,0.061349034,0.069407046,0.049118817,0.046102464,0.0432415,0.044159472,0.06222433,0.05204296,0.060251653,0.047693968,0.08029735,0.07247263,0.05613035,0.04213327,0.0838424,0.06316054,0.06679714,0.044476807,0.04153371,0.067605495,0.03297043,0.028961241,0.056052327,0.030559182,0.05389613,0.027802408,0.036448658,0.031959116,0.034546614,0.026288986,0.03285879,0.059659183,0.032735407,0.03289324,0.04100287,0.0903815,0.060522556,0.054966927,0.032501638,0.045615733,0.12407315,0.036818326,0.028714895,0.044373035,0.07775229,0.07925528,0.076981485,0.040819883,0.041486144,0.044319212,0.057442486,0.10588008,0.030140996,0.030329704,0.052570224,0.264274,0.044775307,0.03478402,0.0,0.035864294,0.035505593,0.044001877,0.113583446,0.046297133,0.04984516,0.050578594,0.042881727,0.033387184,0.10027534,0.024204373,0.26599258,0.08925933,0.03394872,0.0518896,0.052856386,0.05110818,0.035167396,0.03549546,0.057899475,0.08839011,0.050227404,0.12150383,0.035237074,0.03701204,0.034672797
Q8UUR3,0.015460789,0.09532362,0.17057395,0.05031389,0.017766893,0.024594009,0.016244292,0.062397003,0.027787387,0.017387807,0.12245363,0.07429141,0.017105043,0.04818487,0.024497926,0.025812805,0.030066311,0.017863989,0.022019982,0.06385261,0.018429935,0.04843074,0.015851736,0.04599929,0.021413684,0.026332855,0.012539744,0.018383443,0.044363797,0.024622262,0.019194126,0.031824768,0.070382714,0.1887334,0.012453735,0.021618605,0.39866304,0.020079195,0.015623033,0.021727622,0.028949142,0.016625106,0.030373394,0.027417183,0.015572667,0.05707872,0.028725326,0.17364609,0.09221059,0.034450054,0.013998449,0.019788265,0.03723663,0.02262026,0.014469266,0.018029273,0.023531139,0.021216929,0.019630194,0.021515846,0.020947635,0.017628372,0.009695172,0.012449086,0.01335144,0.03216642,0.041816294,0.02853483,0.049057424,0.025365531,0.015315294,0.015554965,0.015969992,0.031562567,0.02216208,0.02877587,0.059724748,0.062981725,0.055769682,0.016035974,0.034398854,0.082246184,0.093102455,0.028731644,0.017596781,0.015888274,0.038289666,0.023703516,0.01932007,0.06539512,0.024281144,0.053428054,0.04270917,0.013296485,0.02948165,0.027892232,0.018074095,0.022688568,0.08883762,0.048801243,0.026076436,0.029201686,0.09821403,0.071471095,0.03868127,0.013829768,0.018325329,0.13091475,0.01871705,0.01262337,0.012565434,0.030914724,0.041338682,0.060900807,0.017030299,0.020546854,0.021236777,0.055962265,0.090108156,0.026651919,0.032687426,0.022622943,0.25549847,0.0202353,0.04086393,0.035864294,0.0,0.012299359,0.06993586,0.113163054,0.012574136,0.011868298,0.02449292,0.01349324,0.011898875,0.09391004,0.021530509,0.2555768,0.08502287,0.010132968,0.027977705,0.026231289,0.034036756,0.030501842,0.025239408,0.024941266,0.0779444,0.017327666,0.13183028,0.028493702,0.023639381,0.018368185
Q8WWM9,0.010194302,0.101554096,0.16544127,0.04362458,0.019206703,0.015641093,0.0140372515,0.06363559,0.025241971,0.026200712,0.10704076,0.07838172,0.022140741,0.042969644,0.02608794,0.026184797,0.032064438,0.025402248,0.02084583,0.068985164,0.025262296,0.046338618,0.022061765,0.03977835,0.035810053,0.028017819,0.017469466,0.021062374,0.045448005,0.019423604,0.025253773,0.03499639,0.07075727,0.18736291,0.019018471,0.025099099,0.40331596,0.023148775,0.016486704,0.025562406,0.022922754,0.022345185,0.028913498,0.02994442,0.028863251,0.044772685,0.031780362,0.16822338,0.09573537,0.03760904,0.026639938,0.021854699,0.027802587,0.022360861,0.021245241,0.020100355,0.021690488,0.02270192,0.02070576,0.021803677,0.020638406,0.022427082,0.013688445,0.017444253,0.013935149,0.03662646,0.04707551,0.031158924,0.06844026,0.032232583,0.019499123,0.018676817,0.021057308,0.02412039,0.023272455,0.032589853,0.057543516,0.062403202,0.057312906,0.030047059,0.035574257,0.07810122,0.10320777,0.026017249,0.018226802,0.017154574,0.030326724,0.02505964,0.028158545,0.06690478,0.027828693,0.05460137,0.04039842,0.022669792,0.026403725,0.03421235,0.025251865,0.026504636,0.084602654,0.04992503,0.023908675,0.034332275,0.10777438,0.07135624,0.039939463,0.020174146,0.026248991,0.13131589,0.024284303,0.010037959,0.013661683,0.035016477,0.039097607,0.07166898,0.020432651,0.025383234,0.019449353,0.066921175,0.091588676,0.0315091,0.036426306,0.023312688,0.25322437,0.020355463,0.03818059,0.035505593,0.012299359,0.0,0.06170112,0.11873269,0.014763057,0.013337791,0.023746252,0.014978111,0.016191721,0.09608483,0.027679622,0.26073718,0.09550005,0.0008969307,0.033275604,0.022970974,0.03171456,0.026855826,0.03479749,0.029346347,0.08224428,0.015516877,0.13499302,0.024887443,0.034570575,0.024422824
Q8WY91,0.07952058,0.13868254,0.19028068,0.030179203,0.046358168,0.0584684,0.085657775,0.033535838,0.07958406,0.086003065,0.0642398,0.15083492,0.08019042,0.05536163,0.055444956,0.09824073,0.10308081,0.08447158,0.070281506,0.112158895,0.061249793,0.04329455,0.0794,0.09389645,0.11018789,0.092478156,0.08198452,0.09053862,0.113178074,0.08455145,0.09750414,0.09900099,0.13470036,0.16671377,0.07849622,0.08213717,0.38740706,0.080794156,0.0788123,0.09018159,0.041015267,0.08749056,0.05278951,0.056984067,0.08868116,0.05061102,0.0797565,0.17955971,0.15311426,0.05189997,0.09532535,0.094935,0.07805824,0.08276105,0.08623272,0.08044094,0.08418423,0.08769047,0.08402634,0.0873912,0.08600819,0.08235341,0.07567704,0.07897258,0.07590932,0.10346246,0.11856282,0.09533179,0.10686755,0.09932691,0.087010026,0.085817754,0.084394634,0.070411146,0.087387085,0.0976066,0.0657267,0.110800445,0.10951567,0.100804925,0.061627626,0.097599864,0.08265507,0.09325576,0.07794839,0.07630426,0.08855456,0.06285703,0.07660055,0.06802076,0.045655906,0.06751841,0.040672958,0.07670742,0.047448575,0.073498905,0.062279284,0.07283437,0.077124536,0.04953766,0.07025111,0.06869787,0.0867632,0.067346096,0.069152534,0.062069952,0.0893023,0.11822951,0.07776421,0.0684033,0.066121876,0.09506935,0.10915345,0.10972798,0.08101541,0.09297478,0.09149879,0.09324843,0.1264354,0.06712097,0.054578424,0.084667444,0.2615739,0.07469165,0.036200225,0.044001877,0.06993586,0.06170112,0.0,0.08367169,0.08028972,0.08066523,0.09041011,0.0788849,0.06870121,0.1228261,0.055801094,0.26419222,0.08388305,0.06482184,0.09243083,0.0727582,0.06484681,0.051397085,0.084073484,0.093007386,0.12136692,0.066399336,0.12595898,0.056142926,0.09519762,0.066319406
Q90259,0.130638,0.14789933,0.25096846,0.10420179,0.09187263,0.11639714,0.14347506,0.0920254,0.14124048,0.11739749,0.122072935,0.18840784,0.10974163,0.076981425,0.07961178,0.14377391,0.14981288,0.10786897,0.11404109,0.16446179,0.10499418,0.06636572,0.13514721,0.15454614,0.13310552,0.15055418,0.12640452,0.13115227,0.17287171,0.13215947,0.13719791,0.1578111,0.19277436,0.23274046,0.1198982,0.14487416,0.39153355,0.14121693,0.12921327,0.13400275,0.10287809,0.12880504,0.11429131,0.082558036,0.13233405,0.070773184,0.118424,0.18851542,0.1997596,0.07853651,0.122275054,0.13293749,0.14789903,0.13936651,0.13849455,0.12779629,0.13174736,0.14705801,0.13620323,0.14272523,0.13783556,0.13279045,0.11901188,0.11641765,0.11197728,0.16343218,0.16916096,0.13720793,0.15636134,0.15157014,0.13284737,0.13168895,0.122995794,0.13273096,0.12690657,0.14032859,0.10515773,0.15664095,0.15593892,0.13142735,0.12772667,0.16454226,0.13003802,0.15786141,0.13674313,0.13420755,0.15348005,0.091728866,0.112843454,0.10005808,0.09358734,0.06358659,0.073892415,0.10617143,0.08227354,0.10003555,0.103135884,0.10619813,0.105454504,0.0730505,0.10549253,0.101444244,0.10277569,0.098838985,0.11300707,0.1151005,0.13249934,0.14416367,0.11492497,0.12134516,0.1295942,0.1313625,0.17158973,0.14536875,0.12395793,0.13341218,0.14634603,0.11150825,0.16227198,0.11322075,0.086990595,0.13633716,0.27646148,0.12973917,0.06815237,0.113583446,0.113163054,0.11873269,0.08367169,0.0,0.1168074,0.1187402,0.1431495,0.124173105,0.11386043,0.16646445,0.09223056,0.26859266,0.09167725,0.11616844,0.13356549,0.13974524,0.120087504,0.08410096,0.122152984,0.13556248,0.15840733,0.12866676,0.1841569,0.093476474,0.14657754,0.10358709
Q90485,0.0111938715,0.09395367,0.1694063,0.054593027,0.027050793,0.024911642,0.019828677,0.06902766,0.032557726,0.022806525,0.122799695,0.063714504,0.017927885,0.04515761,0.025062084,0.021454394,0.02651298,0.016720653,0.025164545,0.06037593,0.019889116,0.05013621,0.027416706,0.04671812,0.032657444,0.027231693,0.015027761,0.022610307,0.04154873,0.018548787,0.020324111,0.02707535,0.05985439,0.1791802,0.015353799,0.019143939,0.40014172,0.019566894,0.008693576,0.017946243,0.036665022,0.015003085,0.036707938,0.02757132,0.025029063,0.048586965,0.034672022,0.1742872,0.089490294,0.03516555,0.02006805,0.009544492,0.033182144,0.01572162,0.01776886,0.015605211,0.018024981,0.020950675,0.0137091875,0.016377807,0.016997933,0.018461525,0.0062761307,0.0113966465,0.009861827,0.036060333,0.04160732,0.022416472,0.06367153,0.02799809,0.014649689,0.01520437,0.014335334,0.037014425,0.015286565,0.022870004,0.05776596,0.07176697,0.06543076,0.019595027,0.03477019,0.07714099,0.11037308,0.027724624,0.01674962,0.015021682,0.032787323,0.023857534,0.026841104,0.058920205,0.025369287,0.04929161,0.042843103,0.013711512,0.026082933,0.031493247,0.01959771,0.025890052,0.08947861,0.051243126,0.02497685,0.031231403,0.10387355,0.07176697,0.041062653,0.025754094,0.024272323,0.13967937,0.017086804,0.018995762,0.023962438,0.031653166,0.03333229,0.05118984,0.020001829,0.021112323,0.02295661,0.06787193,0.10057664,0.027816176,0.035794258,0.016149938,0.24775738,0.016260087,0.041787088,0.046297133,0.012574136,0.014763057,0.08028972,0.1168074,0.0,0.0006932616,0.017359734,0.007830262,0.01602465,0.07726669,0.026239276,0.26097786,0.10234958,0.011120439,0.025806427,0.034919858,0.03843069,0.028503776,0.029838324,0.020072818,0.0726195,0.025374532,0.14256936,0.02286005,0.03923875,0.019665837
Q90486,0.0115430355,0.0950492,0.16977328,0.054460227,0.026390493,0.023628056,0.01837188,0.07189417,0.031332195,0.025167108,0.12141436,0.06325698,0.02015233,0.047079265,0.02579391,0.01904875,0.024848163,0.018287122,0.02475971,0.059381425,0.021814525,0.05060792,0.027147353,0.04913169,0.03240168,0.025761902,0.0139274,0.024391174,0.04000312,0.01857388,0.019007504,0.026031435,0.059373915,0.17978913,0.015590787,0.019157112,0.4037041,0.01960677,0.008791089,0.017369807,0.03699094,0.014732361,0.04026586,0.02962166,0.02583611,0.048651397,0.034310937,0.17661428,0.088896036,0.035670757,0.019800127,0.008629262,0.031200886,0.015034854,0.016347766,0.014443934,0.016145825,0.01815617,0.011978447,0.014789283,0.017192304,0.017846823,0.006143391,0.012696862,0.00967741,0.03739637,0.042692184,0.02155298,0.063385606,0.029633462,0.014673948,0.015671134,0.013969779,0.03266418,0.015192986,0.022440374,0.060346663,0.07348317,0.0671922,0.018926263,0.036251545,0.07859236,0.11370504,0.024391592,0.016468525,0.015070021,0.030144453,0.025385737,0.028531075,0.06050062,0.026930988,0.050824106,0.044233203,0.014441788,0.027472794,0.033615947,0.02159667,0.027187705,0.09173292,0.05284792,0.027321696,0.031719863,0.10669613,0.07451534,0.04102397,0.026200771,0.023388863,0.14149404,0.017702162,0.019737542,0.021146238,0.027606845,0.03216368,0.052761376,0.01856798,0.021562696,0.022271156,0.068614125,0.10025805,0.030081868,0.03756988,0.01503849,0.24823362,0.015838385,0.04300189,0.04984516,0.011868298,0.013337791,0.08066523,0.1187402,0.0006932616,0.0,0.01700449,0.0077704787,0.016138196,0.07969135,0.028354585,0.26195103,0.102544904,0.01022917,0.026989043,0.030748188,0.03757125,0.0286839,0.031508744,0.019247174,0.07309532,0.021591365,0.14426702,0.023928344,0.0405491,0.020422578
Q90487,0.018589973,0.13115674,0.1484608,0.07227534,0.049227,0.022530556,0.014114082,0.0771243,0.037600875,0.042120397,0.14921707,0.073800325,0.032084703,0.06327659,0.0496068,0.023192048,0.02421248,0.03450191,0.035388708,0.07209426,0.03226036,0.070192814,0.023588836,0.056927204,0.03459972,0.02335924,0.016951263,0.030494273,0.018658161,0.035682857,0.016159236,0.014179885,0.033774734,0.21316385,0.03249395,0.0200575,0.41152763,0.0070390105,0.012232304,0.005564809,0.05272597,0.008204579,0.042423308,0.046999335,0.027550578,0.05987376,0.03135866,0.1967721,0.097053826,0.05054736,0.032138526,0.009586334,0.02414304,0.009395003,0.009472191,0.007424295,0.009942055,0.013051748,0.007813275,0.0065499544,0.008920193,0.008701503,0.016613007,0.023814142,0.026010334,0.017843664,0.01845938,0.010294676,0.06699413,0.012496412,0.010073066,0.014095366,0.016201377,0.040869415,0.010192335,0.0104035735,0.08311713,0.07856339,0.07131958,0.02368337,0.049209535,0.08524519,0.107040346,0.016204655,0.009400904,0.0089018345,0.023307025,0.04354292,0.027334154,0.08219135,0.049733937,0.07385224,0.05834675,0.021323442,0.047972023,0.053489983,0.032446444,0.042835414,0.08930975,0.06811404,0.03886944,0.05629933,0.13133788,0.1079855,0.06272298,0.045226574,0.014443934,0.16968673,0.023676515,0.03197223,0.033388615,0.03956437,0.014051974,0.07667422,0.01762563,0.03068167,0.01230526,0.09521288,0.11052698,0.046770036,0.05443883,0.0048571825,0.246827,0.010473371,0.0629136,0.050578594,0.02449292,0.023746252,0.09041011,0.1431495,0.017359734,0.01700449,0.0,0.013174117,0.02822113,0.11140001,0.047364414,0.29807812,0.1293211,0.02144605,0.03203565,0.03960222,0.057190478,0.040186346,0.03791392,0.009299457,0.08145845,0.034309566,0.16358072,0.0438686,0.03501755,0.038639545
Q90864,0.009089351,0.10076052,0.17355877,0.054041922,0.02940774,0.026012361,0.016795158,0.07033688,0.032901227,0.02652198,0.12823313,0.07267648,0.020279348,0.052327335,0.02758199,0.018550158,0.022571623,0.019630432,0.024502456,0.06629044,0.025996983,0.052936852,0.021949172,0.04624772,0.03382194,0.033328712,0.016919196,0.025655568,0.038825333,0.021686554,0.02220428,0.025110006,0.060165226,0.1886211,0.020751357,0.023646474,0.4022631,0.01242882,0.0062626004,0.013400555,0.03220725,0.007928252,0.03706783,0.025674522,0.024640143,0.049486876,0.030848801,0.17208683,0.089826226,0.041449606,0.022009492,0.011253536,0.023874879,0.010603309,0.013063312,0.009955704,0.01205045,0.015138626,0.008932412,0.010520101,0.009484172,0.009311378,0.0014331341,0.006202221,0.0060907006,0.027706027,0.03447795,0.024450421,0.06660491,0.022103071,0.006999016,0.007571757,0.009757757,0.023737073,0.017332554,0.025942922,0.066007614,0.0580768,0.052540243,0.020361006,0.03811288,0.081551194,0.10035962,0.02111733,0.011770129,0.010152817,0.024616778,0.027629793,0.027654171,0.069987,0.026640713,0.05521363,0.04425049,0.016897082,0.03126955,0.031460643,0.025728285,0.029976845,0.093811154,0.052465558,0.029077053,0.03390801,0.10854119,0.078448534,0.042883635,0.02320069,0.022675097,0.14676517,0.018431723,0.021989286,0.019391239,0.026158512,0.031975985,0.066942036,0.014500856,0.023291945,0.020321727,0.06657189,0.09509373,0.031567276,0.03614658,0.012159407,0.2435385,0.009483874,0.044782102,0.042881727,0.01349324,0.014978111,0.0788849,0.124173105,0.007830262,0.0077704787,0.013174117,0.0,0.013276339,0.094637215,0.028718293,0.26796323,0.10611409,0.012937307,0.031202376,0.030446827,0.037261426,0.03389412,0.027968585,0.021681428,0.077397704,0.021800399,0.14278841,0.024198532,0.03530848,0.020241737
Q90YJ2,0.0145789385,0.085986495,0.18736768,0.04849255,0.028486311,0.031548083,0.01946485,0.057697594,0.028853893,0.01705134,0.11096287,0.07330972,0.017080188,0.045733154,0.022351861,0.030148804,0.035173595,0.0151747465,0.022011638,0.067993045,0.02144897,0.045604587,0.017833173,0.041618407,0.026964366,0.03534752,0.01568079,0.022400618,0.058054507,0.023472428,0.027909935,0.04007882,0.08632648,0.17649311,0.011985481,0.027537227,0.40132958,0.020838678,0.016866744,0.025016725,0.018998861,0.017844379,0.031041145,0.019109428,0.029388368,0.046493053,0.037166297,0.16191345,0.08660954,0.031132579,0.017842293,0.029353678,0.034523845,0.024131894,0.026819944,0.020252585,0.02051413,0.031170309,0.022402287,0.02546084,0.02539134,0.021588862,0.009830952,0.00975275,0.009570658,0.039804876,0.053870857,0.039279997,0.055161655,0.033167064,0.019768655,0.01753807,0.013852119,0.024760723,0.03223169,0.03935182,0.05196923,0.057536423,0.049133837,0.027406454,0.040403664,0.0768311,0.08871025,0.035642028,0.019119203,0.01677072,0.038464904,0.017026603,0.030169785,0.06387198,0.01784885,0.04682386,0.034933627,0.019853175,0.028369129,0.02194935,0.02130276,0.02011776,0.08194679,0.036737263,0.024461389,0.019775212,0.10462463,0.05924982,0.02649206,0.008776128,0.022138298,0.13029993,0.018380582,0.0121484995,0.013598621,0.038882375,0.05514723,0.0631724,0.012913823,0.019605637,0.01982677,0.050809503,0.08777279,0.023650885,0.027467728,0.026701927,0.25616032,0.019540668,0.031576276,0.033387184,0.011898875,0.016191721,0.06870121,0.11386043,0.01602465,0.016138196,0.02822113,0.013276339,0.0,0.09111291,0.018897474,0.25300044,0.087780416,0.013558745,0.03830242,0.020315647,0.026350975,0.03036964,0.02396661,0.03554535,0.0799793,0.01621002,0.13585562,0.016589105,0.032837033,0.013360262
Q95J88,0.09676349,0.11646807,0.23401225,0.10278565,0.087634504,0.097344875,0.11287993,0.10092157,0.1067003,0.09139192,0.17083359,0.13558418,0.08278167,0.08818275,0.07978958,0.101827145,0.10784656,0.08575052,0.10321039,0.10558027,0.08000249,0.089081466,0.11113429,0.1188643,0.119543314,0.118304014,0.10435057,0.096818745,0.14706075,0.09732294,0.11593443,0.12512529,0.15996563,0.2235015,0.0840888,0.10341066,0.43818963,0.10990381,0.09121448,0.10740769,0.10196656,0.10649991,0.09523922,0.09137529,0.101812184,0.097958386,0.104495645,0.22269082,0.16013992,0.08031601,0.0981127,0.0955621,0.12078607,0.10042775,0.11024755,0.09583491,0.105748236,0.11806512,0.107020676,0.11165482,0.11118382,0.11202276,0.087011635,0.0841074,0.08328712,0.13895887,0.14981878,0.114076614,0.09347719,0.12821966,0.10951221,0.105909705,0.09708935,0.11755687,0.10067248,0.111818194,0.07879144,0.14740539,0.14315766,0.10433674,0.069104254,0.06492746,0.13233691,0.1254121,0.10954517,0.10738975,0.11932212,0.09081566,0.10584396,0.077869356,0.075250566,0.09827107,0.09261781,0.08824867,0.07927692,0.08747691,0.07990116,0.08253741,0.13456833,0.09710312,0.08916509,0.07880604,0.1293143,0.10427576,0.088683724,0.095086396,0.11665815,0.15895367,0.08917719,0.09436536,0.10249239,0.11702311,0.13334268,0.033921063,0.105273664,0.1000548,0.11116505,0.10225946,0.16721004,0.07313633,0.09300643,0.11265379,0.30476338,0.09787011,0.08418715,0.10027534,0.09391004,0.09608483,0.1228261,0.16646445,0.07726669,0.07969135,0.11140001,0.094637215,0.09111291,0.0,0.08456904,0.2766388,0.117607534,0.09074098,0.08577472,0.112056434,0.082834065,0.09289819,0.088940084,0.11111629,0.10436779,0.10502243,0.15303773,0.08841562,0.11999029,0.08256471
